390,250,-260,390,-250,-260,-260,325,-260,-260,-325,-260
390,250,-130,390,-250,-260,-260,325,-260,-260,-325,-260
390,400,-130,390,-250,-260,-260,325,-260,-260,-325,-260
390,400,-160,390,-250,-260,-260,325,-260,-260,-325,-260
260,325,-160,260,-325,-260,-390,250,-260,-390,-400,-260
260,325,-160,260,-325,-260,-390,250,-260,-390,-400,-130
260,325,-160,260,-325,-260,-390,250,-260,-390,-250,-130
260,325,-160,260,-325,-260,-390,250,-260,-390,-250,-260
260,325,-160,260,-325,-260,-390,250,-130,-390,-250,-260
260,325,-160,260,-325,-260,-390,400,-130,-390,-250,-260
260,325,-160,260,-325,-260,-390,400,-160,-390,-250,-260
390,250,-160,390,-400,-260,-260,325,-160,-260,-325,-260
390,250,-160,390,-400,-130,-260,325,-160,-260,-325,-260
390,250,-160,390,-250,-130,-260,325,-160,-260,-325,-260
390,250,-160,390,-250,-260,-260,325,-160,-260,-325,-260
390,250,-130,390,-250,-260,-260,325,-160,-260,-325,-260
390,400,-130,390,-250,-260,-260,325,-160,-260,-325,-260
390,400,-160,390,-250,-260,-260,325,-160,-260,-325,-260
260,325,-160,260,-325,-260,-390,250,-160,-390,-400,-260
260,325,-160,260,-325,-260,-390,250,-160,-390,-400,-130
260,325,-160,260,-325,-260,-390,250,-160,-390,-250,-130
260,325,-160,260,-325,-260,-390,250,-160,-390,-250,-260
260,325,-160,260,-325,-260,-390,250,-130,-390,-250,-260
260,325,-160,260,-325,-260,-390,400,-130,-390,-250,-260
260,325,-160,260,-325,-260,-390,400,-160,-390,-250,-260
390,250,-160,390,-400,-260,-260,325,-160,-260,-325,-260
390,250,-160,390,-400,-130,-260,325,-160,-260,-325,-260
390,250,-160,390,-250,-130,-260,325,-160,-260,-325,-260
390,250,-160,390,-250,-260,-260,325,-160,-260,-325,-260
390,250,-130,390,-250,-260,-260,325,-160,-260,-325,-260
390,400,-130,390,-250,-260,-260,325,-160,-260,-325,-260
390,400,-260,390,-250,-260,-260,325,-160,-260,-325,-260
260,325,-260,260,-325,-260,-390,250,-160,-390,-400,-260
260,325,-260,260,-325,-260,-390,250,-160,-390,-400,-130
260,325,-260,260,-325,-260,-390,250,-160,-390,-250,-130
260,325,-260,260,-325,-260,-390,250,-160,-390,-250,-260
260,325,-260,260,-325,-260,-390,250,-130,-390,-250,-260
260,325,-260,260,-325,-260,-390,400,-130,-390,-250,-260
260,325,-260,260,-325,-260,-390,400,-260,-390,-250,-260
390,250,-260,390,-400,-260,-260,325,-260,-260,-325,-260
390,250,-260,390,-400,-130,-260,325,-260,-260,-325,-260
390,250,-260,390,-250,-130,-260,325,-260,-260,-325,-260
390,250,-260,390,-250,-260,-260,325,-260,-260,-325,-260
390,250,-130,390,-250,-260,-260,325,-260,-260,-325,-260
390,400,-130,390,-250,-260,-260,325,-260,-260,-325,-260
390,400,-260,390,-250,-260,-260,325,-260,-260,-325,-260
260,325,-260,260,-325,-260,-390,250,-260,-390,-400,-260
260,325,-260,260,-325,-260,-390,250,-260,-390,-400,-130
260,325,-260,260,-325,-260,-390,250,-260,-390,-250,-130
260,325,-260,260,-325,-260,-390,250,-260,-390,-250,-260
260,325,-260,260,-325,-260,-390,250,-130,-390,-250,-260
260,325,-260,260,-325,-260,-390,400,-130,-390,-250,-260
260,325,-260,260,-325,-260,-390,400,-260,-390,-250,-260
390,250,-260,390,-400,-260,-260,325,-260,-260,-325,-260
390,250,-260,390,-400,-130,-260,325,-260,-260,-325,-260
390,250,-260,390,-250,-130,-260,325,-260,-260,-325,-260
390,250,-260,390,-250,-160,-260,325,-260,-260,-325,-260
390,250,-130,390,-250,-160,-260,325,-260,-260,-325,-260
390,400,-130,390,-250,-160,-260,325,-260,-260,-325,-260
390,400,-260,390,-250,-160,-260,325,-260,-260,-325,-260
260,325,-260,260,-325,-160,-390,250,-260,-390,-400,-260
260,325,-260,260,-325,-160,-390,250,-260,-390,-400,-130
260,325,-260,260,-325,-160,-390,250,-260,-390,-250,-130
260,325,-260,260,-325,-160,-390,250,-260,-390,-250,-160
260,325,-260,260,-325,-160,-390,250,-130,-390,-250,-160
260,325,-260,260,-325,-160,-390,400,-130,-390,-250,-160
260,325,-260,260,-325,-160,-390,400,-260,-390,-250,-160
390,250,-260,390,-400,-160,-260,325,-260,-260,-325,-160
390,250,-260,390,-400,-130,-260,325,-260,-260,-325,-160
390,250,-260,390,-250,-130,-260,325,-260,-260,-325,-160
390,250,-260,390,-250,-160,-260,325,-260,-260,-325,-160
390,250,-130,390,-250,-160,-260,325,-260,-260,-325,-160
390,400,-130,390,-250,-160,-260,325,-260,-260,-325,-160
390,400,-260,390,-250,-160,-260,325,-260,-260,-325,-160
260,325,-260,260,-325,-160,-390,250,-260,-390,-400,-160
260,325,-260,260,-325,-160,-390,250,-260,-390,-400,-130
260,325,-260,260,-325,-160,-390,250,-260,-390,-250,-130
260,325,-260,260,-325,-160,-390,250,-260,-390,-250,-160
260,325,-260,260,-325,-160,-390,250,-130,-390,-250,-160
260,325,-260,260,-325,-160,-390,400,-130,-390,-250,-160
260,325,-260,260,-325,-160,-390,400,-260,-390,-250,-160
390,250,-260,390,-400,-160,-260,325,-260,-260,-325,-160
390,250,-260,390,-400,-130,-260,325,-260,-260,-325,-160
390,250,-260,390,-250,-130,-260,325,-260,-260,-325,-160
390,250,-260,390,-250,-260,-260,325,-260,-260,-325,-160
390,250,-130,390,-250,-260,-260,325,-260,-260,-325,-160
390,400,-130,390,-250,-260,-260,325,-260,-260,-325,-160
390,400,-260,390,-250,-260,-260,325,-260,-260,-325,-160
260,325,-260,260,-325,-260,-390,250,-260,-390,-400,-160
260,325,-260,260,-325,-260,-390,250,-260,-390,-400,-130
260,325,-260,260,-325,-260,-390,250,-260,-390,-250,-130
260,325,-260,260,-325,-260,-390,250,-260,-390,-250,-260
260,325,-260,260,-325,-260,-390,250,-130,-390,-250,-260
260,325,-260,260,-325,-260,-390,400,-130,-390,-250,-260
260,325,-260,260,-325,-260,-390,400,-260,-390,-250,-260
390,250,-260,390,-400,-260,-260,325,-260,-260,-325,-260
390,250,-260,390,-400,-130,-260,325,-260,-260,-325,-260
390,250,-260,390,-250,-130,-260,325,-260,-260,-325,-260
390,250,-260,390,-250,-260,-260,325,-260,-260,-325,-260
